id	municipality	rgo_code	rgo_code_st	rgo_code_no	rgo_name	msa_code	msa_name			
2502117405	Dover town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501717475	Dracut town	MA06	MA	06	Northern Middlesex RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502717685	Dudley town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2501717825	Dunstable town	MA06	MA	06	Northern Middlesex RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502317895	Duxbury town	MA10	MA	10	Old Colony Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502318455	East Bridgewater town	MA10	MA	10	Old Colony Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502718560	East Brookfield town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2501319645	East Longmeadow town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2500119295	Eastham town	MA01	MA	01	Cape Cod Commission	MA01	"Barnstable Town, MA"			
2501519370	Easthampton Town city	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2500520100	Easton town	MA10	MA	10	Old Colony Planning Council	RI75	"Providence-Warwick, RI-MA"			
2500721150	Edgartown town	MA12	MA	12	Martha's Vineyard Commission	0	#N/A			
2500321360	Egremont town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2501121780	Erving town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2500921850	Essex town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501721990	Everett city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500522130	Fairhaven town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	RI75	"Providence-Warwick, RI-MA"			
2500523000	Fall River city	MA11	MA	11	Southeastern Regional Planning and Economic Development District	RI75	"Providence-Warwick, RI-MA"			
2500123105	Falmouth town	MA01	MA	01	Cape Cod Commission	MA01	"Barnstable Town, MA"			
2502723875	Fitchburg city	MA08	MA	08	Montachusetts RPC	MA05	"Worcester, MA-CT"			
2500324120	Florida town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2502124820	Foxborough town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501724925	Framingham town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502125172	Franklin Town city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500525240	Freetown town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	RI75	"Providence-Warwick, RI-MA"			
2502725485	Gardner city	MA08	MA	08	Montachusetts RPC	MA05	"Worcester, MA-CT"			
2500925625	Georgetown town	MA07	MA	07	Merrimack Valley RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501125730	Gill town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2500926150	Gloucester city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501526290	Goshen town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2500726325	Gosnold town	MA12	MA	12	Martha's Vineyard Commission	0	#N/A			
2502726430	Grafton town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2501526535	Granby town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2501326675	Granville town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2500326815	Great Barrington town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2501127100	Greenfield Town city	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2501727480	Groton town	MA08	MA	08	Montachusetts RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500927620	Groveland town	MA07	MA	07	Merrimack Valley RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501527690	Hadley town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2502327795	Halifax town	MA10	MA	10	Old Colony Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500927900	Hamilton town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501328075	Hampden town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2500328180	Hancock town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2502328285	Hanover town	MA10	MA	10	Old Colony Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502328495	Hanson town	MA10	MA	10	Old Colony Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502728740	Hardwick town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2502728950	Harvard town	MA08	MA	08	Montachusetts RPC	MA05	"Worcester, MA-CT"			
2500129020	Harwich town	MA01	MA	01	Cape Cod Commission	MA01	"Barnstable Town, MA"			
2501529265	Hatfield town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2500929405	Haverhill city	MA07	MA	07	Merrimack Valley RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501129475	Hawley town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2501129650	Heath town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2502330210	Hingham town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500330315	Hinsdale town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2502130455	Holbrook town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502730560	Holden town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2501330665	Holland town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2501730700	Holliston town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501330840	Holyoke city	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2502730945	Hopedale town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2501731085	Hopkinton town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502731435	Hubbardston town	MA08	MA	08	Montachusetts RPC	MA05	"Worcester, MA-CT"			
2501731540	Hudson town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502331645	Hull town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501531785	Huntington town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2500932310	Ipswich town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502333220	Kingston town	MA10	MA	10	Old Colony Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502333920	Lakeville town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502734165	Lancaster town	MA08	MA	08	Montachusetts RPC	MA05	"Worcester, MA-CT"			
2500334340	Lanesborough town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2500934550	Lawrence city	MA07	MA	07	Merrimack Valley RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500334655	Lee town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2502734795	Leicester town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2500334970	Lenox town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2502735075	Leominster city	MA08	MA	08	Montachusetts RPC	MA05	"Worcester, MA-CT"			
2501135180	Leverett town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2501735215	Lexington town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501135285	Leyden town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2501735425	Lincoln town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501735950	Littleton town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501336300	Longmeadow town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2501737000	Lowell city	MA06	MA	06	Northern Middlesex RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501337175	Ludlow town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2502737420	Lunenburg town	MA08	MA	08	Montachusetts RPC	MA05	"Worcester, MA-CT"			
2500937490	Lynn city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500937560	Lynnfield town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501737875	Malden city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500937995	Manchester-by-the-Sea town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500538225	Mansfield town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	RI75	"Providence-Warwick, RI-MA"			
2500938400	Marblehead town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502338540	Marion town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501738715	Marlborough city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502338855	Marshfield town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500139100	Mashpee town	MA01	MA	01	Cape Cod Commission	MA01	"Barnstable Town, MA"			
2502339450	Mattapoisett town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501739625	Maynard town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502139765	Medfield town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501739835	Medford city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502139975	Medway town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501740115	Melrose city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502740255	Mendon town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2500940430	Merrimac town	MA07	MA	07	Merrimack Valley RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500940710	Methuen Town city	MA07	MA	07	Merrimack Valley RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502340850	Middleborough town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501540990	Middlefield town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2500941095	Middleton town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502741165	Milford town	MA09	MA	09	Metropolitan Area Planning Council	MA05	"Worcester, MA-CT"			
2502741340	Millbury town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2502141515	Millis town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502741585	Millville town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2502141690	Milton town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501142040	Monroe town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2501342145	Monson town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2501142285	Montague town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2500342460	Monterey town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2501342530	Montgomery town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2500343300	Mount Washington town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2500943580	Nahant town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501943790	Nantucket town	MA99	MA	99	Unattached	0	#N/A			
2501743895	Natick town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502144105	Needham town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500344385	New Ashford town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2500545000	New Bedford city	MA11	MA	11	Southeastern Regional Planning and Economic Development District	RI75	"Providence-Warwick, RI-MA"			
2502745105	New Braintree town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2500345420	New Marlborough town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2501145490	New Salem town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2500945175	Newbury town	MA07	MA	07	Merrimack Valley RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500945245	Newburyport city	MA07	MA	07	Merrimack Valley RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501745560	Newton city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502146050	Norfolk town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500346225	North Adams city	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2500946365	North Andover town	MA07	MA	07	Merrimack Valley RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500546575	North Attleborough town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	RI75	"Providence-Warwick, RI-MA"			
2502747135	North Brookfield town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2501748955	North Reading town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501546330	Northampton city	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2502746820	Northborough town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2502746925	Northbridge town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2501147835	Northfield town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2500549970	Norton town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	RI75	"Providence-Warwick, RI-MA"			
2502350145	Norwell town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502150250	Norwood town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500750390	Oak Bluffs town	MA12	MA	12	Martha's Vineyard Commission	0	#N/A			
2502750670	Oakham town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2501151265	Orange town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2500151440	Orleans town	MA01	MA	01	Cape Cod Commission	MA01	"Barnstable Town, MA"			
2500351580	Otis town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2502751825	Oxford town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2501352144	Palmer Town city	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2502752420	Paxton town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2500952490	Peabody city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501552560	Pelham town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2502352630	Pembroke town	MA10	MA	10	Old Colony Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501752805	Pepperell town	MA06	MA	06	Northern Middlesex RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500353050	Peru town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2502753120	Petersham town	MA08	MA	08	Montachusetts RPC	MA05	"Worcester, MA-CT"			
2502753225	Phillipston town	MA08	MA	08	Montachusetts RPC	MA05	"Worcester, MA-CT"			
2500353960	Pittsfield city	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2501554030	Plainfield town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2502154100	Plainville town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502354310	Plymouth town	MA10	MA	10	Old Colony Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502354415	Plympton town	MA10	MA	10	Old Colony Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502755395	Princeton town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2500155500	Provincetown town	MA01	MA	01	Cape Cod Commission	MA01	"Barnstable Town, MA"			
2502155745	Quincy city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502155955	Randolph town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500556060	Raynham town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	RI75	"Providence-Warwick, RI-MA"			
2501756130	Reading town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500556375	Rehoboth town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	RI75	"Providence-Warwick, RI-MA"			
2502556585	Revere city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500356795	Richmond town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2502357600	Rochester town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502357775	Rockland town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500957880	Rockport town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501158335	Rowe town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2500958405	Rowley town	MA07	MA	07	Merrimack Valley RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502758580	Royalston town	MA08	MA	08	Montachusetts RPC	MA05	"Worcester, MA-CT"			
2501358650	Russell town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2502758825	Rutland town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2500959105	Salem city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500959245	Salisbury town	MA07	MA	07	Merrimack Valley RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500359665	Sandisfield town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2500159735	Sandwich town	MA01	MA	01	Cape Cod Commission	MA01	"Barnstable Town, MA"			
2500960015	Saugus town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500360225	Savoy town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2502360330	Scituate town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500560645	Seekonk town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	RI75	"Providence-Warwick, RI-MA"			
2502160785	Sharon town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500361065	Sheffield town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2501161135	Shelburne town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2501761380	Sherborn town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501761590	Shirley town	MA08	MA	08	Montachusetts RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502761800	Shrewsbury town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2501161905	Shutesbury town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2500562430	Somerset town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	RI75	"Providence-Warwick, RI-MA"			
2501762535	Somerville city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501564145	South Hadley town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2501562745	Southampton town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2502763165	Southborough town	MA09	MA	09	Metropolitan Area Planning Council	MA05	"Worcester, MA-CT"			
2502763345	Southbridge Town city	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2501365825	Southwick town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2502766105	Spencer town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2501367000	Springfield city	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2502767385	Sterling town	MA08	MA	08	Montachusetts RPC	MA05	"Worcester, MA-CT"			
2500367595	Stockbridge town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2501767665	Stoneham town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502167945	Stoughton town	MA10	MA	10	Old Colony Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501768050	Stow town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502768155	Sturbridge town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2501768260	Sudbury town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501168400	Sunderland town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2502768610	Sutton town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2500968645	Swampscott town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500568750	Swansea town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	RI75	"Providence-Warwick, RI-MA"			
2500569170	Taunton city	MA11	MA	11	Southeastern Regional Planning and Economic Development District	RI75	"Providence-Warwick, RI-MA"			
2502769275	Templeton town	MA08	MA	08	Montachusetts RPC	MA05	"Worcester, MA-CT"			
2501769415	Tewksbury town	MA06	MA	06	Northern Middlesex RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500769940	Tisbury town	MA12	MA	12	Martha's Vineyard Commission	0	#N/A			
2501370045	Tolland town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2500970150	Topsfield town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501770360	Townsend town	MA08	MA	08	Montachusetts RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500170605	Truro town	MA01	MA	01	Cape Cod Commission	MA01	"Barnstable Town, MA"			
2501771025	Tyngsborough town	MA06	MA	06	Northern Middlesex RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500371095	Tyringham town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2502771480	Upton town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2502771620	Uxbridge town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2501772215	Wakefield town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501372390	Wales town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2502172495	Walpole town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501772600	Waltham city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501572880	Ware town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2502372985	Wareham town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502773090	Warren town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2501173265	Warwick town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2500373335	Washington town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2501773440	Watertown Town city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501773790	Wayland town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502773895	Webster town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2502174175	Wellesley town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500174385	Wellfleet town	MA01	MA	01	Cape Cod Commission	MA01	"Barnstable Town, MA"			
2501174525	Wendell town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2500974595	Wenham town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502775155	West Boylston town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2502375260	West Bridgewater town	MA10	MA	10	Old Colony Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502775400	West Brookfield town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2500977150	West Newbury town	MA07	MA	07	Merrimack Valley RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501377890	West Springfield Town city	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2500377990	West Stockbridge town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2500778235	West Tisbury town	MA12	MA	12	Martha's Vineyard Commission	0	#N/A			
2502775015	Westborough town	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2501376030	Westfield city	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2501776135	Westford town	MA06	MA	06	Northern Middlesex RPC	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501576380	Westhampton town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2502777010	Westminster town	MA08	MA	08	Montachusetts RPC	MA05	"Worcester, MA-CT"			
2501777255	Weston town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
