id	municipality	rgo_code	rgo_code_st	rgo_code_no	rgo_name	msa_code	msa_name			
2500577570	Westport town	MA11	MA	11	Southeastern Regional Planning and Economic Development District	RI75	"Providence-Warwick, RI-MA"			
2502178690	Westwood town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502178972	Weymouth Town city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501179110	Whately town	MA03	MA	03	Franklin Regional Council of Governments	0	#N/A			
2502379530	Whitman town	MA10	MA	10	Old Colony Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501379740	Wilbraham town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2501579915	Williamsburg town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2500379985	Williamstown town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2501780230	Wilmington town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502780405	Winchendon town	MA08	MA	08	Montachusetts RPC	MA05	"Worcester, MA-CT"			
2501780510	Winchester town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500380685	Windsor town	MA02	MA	02	Berkshire Regional Planning Commission	MA02	"Pittsfield, MA"			
2502581005	Winthrop Town city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2501781035	Woburn city	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2502782000	Worcester city	MA05	MA	05	Central Massachusetts RPC	MA05	"Worcester, MA-CT"			
2501582175	Worthington town	MA04	MA	04	Pioneer Valley Planning Commission	MA04	"Springfield, MA"			
2502182315	Wrentham town	MA09	MA	09	Metropolitan Area Planning Council	MA09	"Boston-Cambridge-Newton, MA-NH"			
2500182525	Yarmouth town	MA01	MA	01	Cape Cod Commission	MA01	"Barnstable Town, MA"			
3301900260	Acworth	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3300300420	Albany	NH05	NH	05	North Country Council	0	#N/A			
3300900580	Alexandria	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301300660	Allenstown	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3300500820	Alstead	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3300101060	Alton	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301101300	Amherst	NH08	NH	08	Nashua Regional Planning Commission	NH04	"Manchester-Nashua, NH"			
3301301460	Andover	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301101700	Antrim	NH07	NH	07	Southwest Region Planning Commission	NH04	"Manchester-Nashua, NH"			
3300902020	Ashland	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301502340	Atkinson	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301502820	Auburn	NH04	NH	04	Southern New Hampshire Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300103220	Barnstead	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301703460	Barrington	NH02	NH	02	Stratford Regional Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300303700	Bartlett	NH05	NH	05	North Country Council	0	#N/A			
3300903940	Bath	NH05	NH	05	North Country Council	0	#N/A			
3301104500	Bedford	NH04	NH	04	Southern New Hampshire Planning Commission	NH04	"Manchester-Nashua, NH"			
3300104740	Belmont	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301104900	Bennington	NH07	NH	07	Southwest Region Planning Commission	NH04	"Manchester-Nashua, NH"			
3300905060	Benton	NH05	NH	05	North Country Council	0	#N/A			
3300705140	Berlin	NH05	NH	05	North Country Council	0	#N/A			
3300905460	Bethlehem	NH05	NH	05	North Country Council	0	#N/A			
3301306260	Boscawen	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3301306500	Bow	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3301306980	Bradford	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3301507220	Brentwood	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300907540	Bridgewater	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3300907700	Bristol	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3300307940	Brookfield	NH02	NH	02	Stratford Regional Planning Commission	0	#N/A			
3301108100	Brookline	NH08	NH	08	Nashua Regional Planning Commission	NH04	"Manchester-Nashua, NH"			
3300908660	Campton	NH05	NH	05	North Country Council	0	#N/A			
3300908980	Canaan	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3301509300	Candia	NH04	NH	04	Southern New Hampshire Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301309860	Canterbury	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3300710100	Carroll	NH05	NH	05	North Country Council	0	#N/A			
3300110660	Center Harbor	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301911380	Charlestown	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3300311780	Chatham	NH05	NH	05	North Country Council	0	#N/A			
3301512100	Chester	NH04	NH	04	Southern New Hampshire Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300512260	Chesterfield	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3301312420	Chichester	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3301912900	Claremont	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3300713220	Clarksville	NH05	NH	05	North Country Council	0	#N/A			
3300713780	Colebrook	NH05	NH	05	North Country Council	0	#N/A			
3300713940	Columbia	NH05	NH	05	North Country Council	0	#N/A			
3301314200	Concord	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3300314660	Conway	NH05	NH	05	North Country Council	0	#N/A			
3301915060	Cornish	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3301916340	Croydon	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3300716820	Dalton	NH05	NH	05	North Country Council	0	#N/A			
3301316980	Danbury	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301517140	Danville	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301517460	Deerfield	NH04	NH	04	Southern New Hampshire Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301117780	Deering	NH03	NH	03	Central New Hampshire RPC	NH04	"Manchester-Nashua, NH"			
3301517940	Derry	NH04	NH	04	Southern New Hampshire Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300918740	Dorchester	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3301718820	Dover	NH02	NH	02	Stratford Regional Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300519140	Dublin	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3300719300	Dummer	NH05	NH	05	North Country Council	0	#N/A			
3301319460	Dunbarton	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3301719700	Durham	NH02	NH	02	Stratford Regional Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301521380	East Kingston	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300922020	Easton	NH05	NH	05	North Country Council	0	#N/A			
3300323380	Eaton	NH05	NH	05	North Country Council	0	#N/A			
3300323620	Effingham	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3300923860	Ellsworth	NH05	NH	05	North Country Council	0	#N/A			
3300924340	Enfield	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3301524660	Epping	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301324900	Epsom	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3300725140	Errol	NH05	NH	05	North Country Council	0	#N/A			
3301525380	Exeter	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301726020	Farmington	NH02	NH	02	Stratford Regional Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300526500	Fitzwilliam	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3301127140	Francestown	NH04	NH	04	Southern New Hampshire Planning Commission	NH04	"Manchester-Nashua, NH"			
3300927300	Franconia	NH05	NH	05	North Country Council	0	#N/A			
3301327380	Franklin	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3300327700	Freedom	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301527940	Fremont	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300128740	Gilford	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3300128980	Gilmanton	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3300529220	Gilsum	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3301129860	Goffstown	NH04	NH	04	Southern New Hampshire Planning Commission	NH04	"Manchester-Nashua, NH"			
3300730260	Gorham	NH05	NH	05	North Country Council	0	#N/A			
3301930500	Goshen	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3300930820	Grafton	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3301931220	Grantham	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3301131540	Greenfield	NH07	NH	07	Southwest Region Planning Commission	NH04	"Manchester-Nashua, NH"			
3301531700	Greenland	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301131940	Greenville	NH07	NH	07	Southwest Region Planning Commission	NH04	"Manchester-Nashua, NH"			
3300932180	Groton	NH05	NH	05	North Country Council	0	#N/A			
3301532900	Hampstead	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301533060	Hampton	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301533460	Hampton Falls	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301133700	Hancock	NH07	NH	07	Southwest Region Planning Commission	NH04	"Manchester-Nashua, NH"			
3300933860	Hanover	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3300534420	Harrisville	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3300334500	Hart's Location	NH05	NH	05	North Country Council	0	#N/A			
3300934820	Haverhill	NH05	NH	05	North Country Council	0	#N/A			
3300935220	Hebron	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301335540	Henniker	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3301335860	Hill	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301136180	Hillsborough	NH03	NH	03	Central New Hampshire RPC	NH04	"Manchester-Nashua, NH"			
3300536660	Hinsdale	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3300936900	Holderness	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301137140	Hollis	NH08	NH	08	Nashua Regional Planning Commission	NH04	"Manchester-Nashua, NH"			
3301337300	Hooksett	NH04	NH	04	Southern New Hampshire Planning Commission	0	#N/A			
3301337540	Hopkinton	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3301137940	Hudson	NH08	NH	08	Nashua Regional Planning Commission	NH04	"Manchester-Nashua, NH"			
3300338260	Jackson	NH05	NH	05	North Country Council	0	#N/A			
3300538500	Jaffrey	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3300738820	Jefferson	NH05	NH	05	North Country Council	0	#N/A			
3300539300	Keene	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3301539780	Kensington	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301540100	Kingston	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300140180	Laconia	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3300740420	Lancaster	NH05	NH	05	North Country Council	0	#N/A			
3300940660	Landaff	NH05	NH	05	North Country Council	0	#N/A			
3301940900	Langdon	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3300941300	Lebanon	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3301741460	Lee	NH02	NH	02	Stratford Regional Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301941700	Lempster	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3300941860	Lincoln	NH05	NH	05	North Country Council	0	#N/A			
3300942020	Lisbon	NH05	NH	05	North Country Council	0	#N/A			
3301142260	Litchfield	NH08	NH	08	Nashua Regional Planning Commission	NH04	"Manchester-Nashua, NH"			
3300942580	Littleton	NH05	NH	05	North Country Council	0	#N/A			
3301543220	Londonderry	NH04	NH	04	Southern New Hampshire Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301343380	Loudon	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3300944100	Lyman	NH05	NH	05	North Country Council	0	#N/A			
3300944260	Lyme	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3301144580	Lyndeborough	NH08	NH	08	Nashua Regional Planning Commission	NH04	"Manchester-Nashua, NH"			
3301744820	Madbury	NH02	NH	02	Stratford Regional Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300345060	Madison	NH05	NH	05	North Country Council	0	#N/A			
3301145140	Manchester	NH04	NH	04	Southern New Hampshire Planning Commission	NH04	"Manchester-Nashua, NH"			
3300545460	Marlborough	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3300545700	Marlow	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3301146260	Mason	NH07	NH	07	Southwest Region Planning Commission	NH04	"Manchester-Nashua, NH"			
3300147140	Meredith	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301147540	Merrimack	NH08	NH	08	Nashua Regional Planning Commission	NH04	"Manchester-Nashua, NH"			
3301747700	Middleton	NH02	NH	02	Stratford Regional Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300747860	Milan	NH05	NH	05	North Country Council	0	#N/A			
3301148020	Milford	NH08	NH	08	Nashua Regional Planning Commission	NH04	"Manchester-Nashua, NH"			
3301748660	Milton	NH02	NH	02	Stratford Regional Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300948980	Monroe	NH05	NH	05	North Country Council	0	#N/A			
3301149140	Mont Vernon	NH08	NH	08	Nashua Regional Planning Commission	NH04	"Manchester-Nashua, NH"			
3300349380	Moultonborough	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301150260	Nashua	NH08	NH	08	Nashua Regional Planning Commission	NH04	"Manchester-Nashua, NH"			
3300550580	Nelson	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3301150740	New Boston	NH04	NH	04	Southern New Hampshire Planning Commission	NH04	"Manchester-Nashua, NH"			
3301550980	New Castle	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301751220	New Durham	NH02	NH	02	Stratford Regional Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300151540	New Hampton	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301151940	New Ipswich	NH07	NH	07	Southwest Region Planning Commission	NH04	"Manchester-Nashua, NH"			
3301352100	New London	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3301350900	Newbury	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3301551380	Newfields	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301551620	Newington	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301552340	Newmarket	NH02	NH	02	Stratford Regional Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301952580	Newport	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3301552900	Newton	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301554580	North Hampton	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301354260	Northfield	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3300756100	Northumberland	NH05	NH	05	North Country Council	0	#N/A			
3301556820	Northwood	NH02	NH	02	Stratford Regional Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301557460	Nottingham	NH02	NH	02	Stratford Regional Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300958340	Orange	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3300958500	Orford	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3300358740	Ossipee	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301159940	Pelham	NH08	NH	08	Nashua Regional Planning Commission	NH04	"Manchester-Nashua, NH"			
3301360020	Pembroke	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3301160580	Peterborough	NH07	NH	07	Southwest Region Planning Commission	NH04	"Manchester-Nashua, NH"			
3300961060	Piermont	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3300761780	Pittsburg	NH05	NH	05	North Country Council	0	#N/A			
3301361940	Pittsfield	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3301962340	Plainfield	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3301562500	Plaistow	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300962660	Plymouth	NH05	NH	05	North Country Council	0	#N/A			
3301562900	Portsmouth	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300763860	Randolph	NH05	NH	05	North Country Council	0	#N/A			
3301564020	Raymond	NH04	NH	04	Southern New Hampshire Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300564420	Richmond	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3300564580	Rindge	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3301765140	Rochester	NH02	NH	02	Stratford Regional Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301765540	Rollinsford	NH02	NH	02	Stratford Regional Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300565700	Roxbury	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3300965940	Rumney	NH05	NH	05	North Country Council	0	#N/A			
3301566180	Rye	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301566660	Salem	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301366980	Salisbury	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3300167300	Sanbornton	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301567620	Sandown	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300367780	Sandwich	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301568260	Seabrook	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301168820	Sharon	NH07	NH	07	Southwest Region Planning Commission	NH04	"Manchester-Nashua, NH"			
3300768980	Shelburne	NH05	NH	05	North Country Council	0	#N/A			
3301769940	Somersworth	NH02	NH	02	Stratford Regional Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301571140	South Hampton	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301972740	Springfield	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3300773060	Stark	NH05	NH	05	North Country Council	0	#N/A			
3300773380	Stewartstown	NH05	NH	05	North Country Council	0	#N/A			
3300573700	Stoddard	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3301773860	Strafford	NH02	NH	02	Stratford Regional Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300774180	Stratford	NH05	NH	05	North Country Council	0	#N/A			
3301574340	Stratham	NH01	NH	01	Rockingham Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3300974740	Sugar Hill	NH05	NH	05	North Country Council	0	#N/A			
3300574900	Sullivan	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3301975060	Sunapee	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3300575300	Surry	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3301375460	Sutton	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3300575700	Swanzey	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3300376100	Tamworth	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301176260	Temple	NH07	NH	07	Southwest Region Planning Commission	NH04	"Manchester-Nashua, NH"			
3300976740	Thornton	NH05	NH	05	North Country Council	0	#N/A			
3300177060	Tilton	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3300577380	Troy	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3300377620	Tuftonboro	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3301977940	Unity	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3300378180	Wakefield	NH02	NH	02	Stratford Regional Planning Commission	0	#N/A			
3300578420	Walpole	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3301378580	Warner	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3300978740	Warren	NH05	NH	05	North Country Council	0	#N/A			
3301978980	Washington	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3300979380	Waterville Valley	NH05	NH	05	North Country Council	0	#N/A			
3301179780	Weare	NH04	NH	04	Southern New Hampshire Planning Commission	NH04	"Manchester-Nashua, NH"			
3301380020	Webster	NH03	NH	03	Central New Hampshire RPC	0	#N/A			
3300980500	Wentworth	NH05	NH	05	North Country Council	0	#N/A			
3300582660	Westmoreland	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3300784420	Whitefield	NH05	NH	05	North Country Council	0	#N/A			
3301384900	Wilmot	NH06	NH	06	Upper Valley Lake Sunapee Regional Planning Commission	0	#N/A			
3301185220	Wilton	NH08	NH	08	Nashua Regional Planning Commission	NH04	"Manchester-Nashua, NH"			
3300585540	Winchester	NH07	NH	07	Southwest Region Planning Commission	0	#N/A			
3301585780	Windham	NH04	NH	04	Southern New Hampshire Planning Commission	MA09	"Boston-Cambridge-Newton, MA-NH"			
3301185940	Windsor	NH07	NH	07	Southwest Region Planning Commission	NH04	"Manchester-Nashua, NH"			
3300386420	Wolfeboro	NH09	NH	09	Lakes Region Planning Commission	0	#N/A			
3300987060	Woodstock	NH05	NH	05	North Country Council	0	#N/A			
4400105140	Barrington town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400109280	Bristol town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400711800	Burrillville town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400714140	Central Falls city	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400914500	Charlestown town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400500000	County subdivisions not defined	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400318640	Coventry town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400719180	Cranston city	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400720080	Cumberland town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400322240	East Greenwich town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400722960	East Providence city	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400925300	Exeter town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400727460	Foster town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400730340	Glocester town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400935380	Hopkinton town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400536820	Jamestown town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400737720	Johnston town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400741500	Lincoln town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400542400	Little Compton town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400545460	Middletown town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400948340	Narragansett town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400950500	New Shoreham town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400549960	Newport city	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400951580	North Kingstown town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400751760	North Providence town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400752480	North Smithfield town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400754640	Pawtucket city	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400557880	Portsmouth town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400759000	Providence city	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400961160	Richmond town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400764220	Scituate town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400766200	Smithfield town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400967460	South Kingstown town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400570880	Tiverton town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400173760	Warren town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400374300	Warwick city	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400377720	West Greenwich town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400378440	West Warwick town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400977000	Westerly town	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
4400780780	Woonsocket city	RI75	RI	75	State of Rhode Island	RI75	"Providence-Warwick, RI-MA"			
5000100325	Addison town	VT08	VT	08	Addison County RPC	0	#N/A			
5001900475	Albany town	VT06	VT	06	Northeastern Vermont Development Association	0	#N/A			
5001300700	Alburg town	VT01	VT	01	Northwest RPC	VT05	"Burlington-South Burlington, VT"			
