id	county	rgo_code	rgo_code_st	rgo_code_no	rgo_name	msa_code	msa_name
32001	Churchill County	NV01	NV	01	Western Nevada Development District	0	#N/A
32005	Douglas County	NV01	NV	01	Western Nevada Development District	0	#N/A
32007	Elko County	NV99	NV	99	None	0	#N/A
32009	Esmeralda County	NV99	NV	99	None	0	#N/A
32011	Eureka County	NV99	NV	99	None	0	#N/A
32013	Humboldt County	NV01	NV	01	Western Nevada Development District	0	#N/A
32015	Lander County	NV99	NV	99	None	0	#N/A
32017	Lincoln County	NV99	NV	99	None	0	#N/A
32019	Lyon County	NV01	NV	01	Western Nevada Development District	0	#N/A
32021	Mineral County	NV01	NV	01	Western Nevada Development District	0	#N/A
32023	Nye County	NV99	NV	99	None	0	#N/A
32027	Pershing County	NV01	NV	01	Western Nevada Development District	0	#N/A
32033	White Pine County	NV99	NV	99	None	0	#N/A
35003	Catron County	NM04	NM	04	Southwest New Mexico Council of Governments	0	#N/A
35005	Chaves County	NM07	NM	07	Southeastern New Mexico EDD and COG	0	#N/A
35006	Cibola County	NM02	NM	02	Northwest New Mexico Council of Governments	0	#N/A
35007	Colfax County	NM06	NM	06	North Central New Mexico EDD and COG	0	#N/A
35009	Curry County	NM03	NM	03	Eastern Plains Council of Governments	0	#N/A
35011	De Baca County	NM03	NM	03	Eastern Plains Council of Governments	0	#N/A
35015	Eddy County	NM07	NM	07	Southeastern New Mexico EDD and COG	0	#N/A
35017	Grant County	NM04	NM	04	Southwest New Mexico Council of Governments	0	#N/A
35019	Guadalupe County	NM03	NM	03	Eastern Plains Council of Governments	0	#N/A
35021	Harding County	NM03	NM	03	Eastern Plains Council of Governments	0	#N/A
35023	Hidalgo County	NM04	NM	04	Southwest New Mexico Council of Governments	0	#N/A
35025	Lea County	NM07	NM	07	Southeastern New Mexico EDD and COG	0	#N/A
35027	Lincoln County	NM07	NM	07	Southeastern New Mexico EDD and COG	0	#N/A
35028	Los Alamos County[20]	NM06	NM	06	North Central New Mexico EDD and COG	0	#N/A
35029	Luna County	NM04	NM	04	Southwest New Mexico Council of Governments	0	#N/A
35031	McKinley County	NM02	NM	02	Northwest New Mexico Council of Governments	0	#N/A
35033	Mora County	NM06	NM	06	North Central New Mexico EDD and COG	0	#N/A
35035	Otero County	NM07	NM	07	Southeastern New Mexico EDD and COG	0	#N/A
35037	Quay County	NM03	NM	03	Eastern Plains Council of Governments	0	#N/A
35039	Rio Arriba County	NM06	NM	06	North Central New Mexico EDD and COG	0	#N/A
35041	Roosevelt County	NM03	NM	03	Eastern Plains Council of Governments	0	#N/A
35047	San Miguel County	NM06	NM	06	North Central New Mexico EDD and COG	0	#N/A
35051	Sierra County	NM05	NM	05	South Central Council of Governments	0	#N/A
35053	Socorro County	NM05	NM	05	South Central Council of Governments	0	#N/A
35055	Taos County	NM06	NM	06	North Central New Mexico EDD and COG	0	#N/A
35059	Union County	NM03	NM	03	Eastern Plains Council of Governments	0	#N/A
36003	Allegany County	NY06	NY	06	Southern Tier West Regional Planning and Development Board	0	#N/A
36009	Cattaraugus County	NY06	NY	06	Southern Tier West Regional Planning and Development Board	0	#N/A
36011	Cayuga County	NY04	NY	04	Central New York Regional Planning and Development Board	0	#N/A
36013	Chautauqua County	NY06	NY	06	Southern Tier West Regional Planning and Development Board	0	#N/A
36017	Chenango County	NY08	NY	08	Southern Tier East Regional Planning Development Board	0	#N/A
36019	Clinton County	NY07	NY	07	Lake Champlain-Lake George Regional Planning Board	0	#N/A
36021	Columbia County	NY99	NY	99	Unattached	0	#N/A
36023	Cortland County	NY04	NY	04	Central New York Regional Planning and Development Board	0	#N/A
36025	Delaware County	NY08	NY	08	Southern Tier East Regional Planning Development Board	0	#N/A
36031	Essex County	NY07	NY	07	Lake Champlain-Lake George Regional Planning Board	0	#N/A
36033	Franklin County	NY99	NY	99	Unattached	0	#N/A
36035	Fulton County	NY05	NY	05	Mohawk Valley Economic Development District	0	#N/A
36037	Genesee County	NY03	NY	03	Genesee Finger Lakes Regional Planning Council	0	#N/A
36039	Greene County	NY99	NY	99	Unattached	0	#N/A
36041	Hamilton County	NY07	NY	07	Lake Champlain-Lake George Regional Planning Board	0	#N/A
36049	Lewis County	NY99	NY	99	Unattached	0	#N/A
36057	Montgomery County	NY05	NY	05	Mohawk Valley Economic Development District	0	#N/A
36077	Otsego County	NY08	NY	08	Southern Tier East Regional Planning Development Board	0	#N/A
36089	St. Lawrence County	NY99	NY	99	Unattached	0	#N/A
36097	Schuyler County	NY02	NY	02	Southern Tier Central Planning and Development Board	0	#N/A
36099	Seneca County	NY03	NY	03	Genesee Finger Lakes Regional Planning Council	0	#N/A
36101	Steuben County	NY02	NY	02	Southern Tier Central Planning and Development Board	0	#N/A
36105	Sullivan County	NY99	NY	99	Unattached	0	#N/A
36121	Wyoming County	NY99	NY	99	Unattached	0	#N/A
37005	Alleghany County	NC07	NC	07	High Country Council of Governments	0	#N/A
37007	Anson County	NC01	NC	01	Centralina Council of Governments	0	#N/A
37009	Ashe County	NC07	NC	07	High Country Council of Governments	0	#N/A
37011	Avery County	NC07	NC	07	High Country Council of Governments	0	#N/A
37013	Beaufort County	NC15	NC	15	Mid-East Commission	0	#N/A
37015	Bertie County	NC15	NC	15	Mid-East Commission	0	#N/A
37017	Bladen County	NC12	NC	12	Lumber River Council of Governments	0	#N/A
37029	Camden County	NC16	NC	16	Albemarle Commission	0	#N/A
37031	Carteret County	NC14	NC	14	Eastern Carolina Council of Governments	0	#N/A
37033	Caswell County	NC02	NC	02	Piedmont Triad Regional Council	0	#N/A
37039	Cherokee County	NC04	NC	04	Southwestern Commission	0	#N/A
37041	Chowan County	NC16	NC	16	Albemarle Commission	0	#N/A
37043	Clay County	NC04	NC	04	Southwestern Commission	0	#N/A
37045	Cleveland County	NC06	NC	06	Isothermal Planning and Development Commission	0	#N/A
37047	Columbus County	NC13	NC	13	Cape Fear Council of Governments	0	#N/A
37055	Dare County	NC16	NC	16	Albemarle Commission	0	#N/A
37061	Duplin County	NC14	NC	14	Eastern Carolina Council of Governments	0	#N/A
37075	Graham County	NC04	NC	04	Southwestern Commission	0	#N/A
37077	Granville County	NC09	NC	09	Kerr-Tar Council of Governments	0	#N/A
37079	Greene County	NC14	NC	14	Eastern Carolina Council of Governments	0	#N/A
37083	Halifax County	NC10	NC	10	Upper Coastal Plain Council of Governments	0	#N/A
37085	Harnett County	NC11	NC	11	Mid-Carolina Council of Governments	0	#N/A
37091	Hertford County	NC15	NC	15	Mid-East Commission	0	#N/A
37095	Hyde County	NC16	NC	16	Albemarle Commission	0	#N/A
37099	Jackson County	NC04	NC	04	Southwestern Commission	0	#N/A
37105	Lee County	NC03	NC	03	Triangle J Council of Governments	0	#N/A
37107	Lenoir County	NC14	NC	14	Eastern Carolina Council of Governments	0	#N/A
37111	McDowell County	NC06	NC	06	Isothermal Planning and Development Commission	0	#N/A
37113	Macon County	NC04	NC	04	Southwestern Commission	0	#N/A
37117	Martin County	NC15	NC	15	Mid-East Commission	0	#N/A
37121	Mitchell County	NC07	NC	07	High Country Council of Governments	0	#N/A
37123	Montgomery County	NC02	NC	02	Piedmont Triad Regional Council	0	#N/A
37125	Moore County	NC03	NC	03	Triangle J Council of Governments	0	#N/A
37131	Northampton County	NC10	NC	10	Upper Coastal Plain Council of Governments	0	#N/A
37139	Pasquotank County	NC16	NC	16	Albemarle Commission	0	#N/A
37143	Perquimans County	NC16	NC	16	Albemarle Commission	0	#N/A
37149	Polk County	NC06	NC	06	Isothermal Planning and Development Commission	0	#N/A
37153	Richmond County	NC12	NC	12	Lumber River Council of Governments	0	#N/A
37155	Robeson County	NC12	NC	12	Lumber River Council of Governments	0	#N/A
37161	Rutherford County	NC06	NC	06	Isothermal Planning and Development Commission	0	#N/A
37163	Sampson County	NC11	NC	11	Mid-Carolina Council of Governments	0	#N/A
37165	Scotland County	NC12	NC	12	Lumber River Council of Governments	0	#N/A
37171	Surry County	NC02	NC	02	Piedmont Triad Regional Council	0	#N/A
37173	Swain County	NC04	NC	04	Southwestern Commission	0	#N/A
37175	Transylvania County	NC05	NC	05	Land-of-Sky Regional Council	0	#N/A
37177	Tyrrell County	NC16	NC	16	Albemarle Commission	0	#N/A
37181	Vance County	NC09	NC	09	Kerr-Tar Council of Governments	0	#N/A
37185	Warren County	NC09	NC	09	Kerr-Tar Council of Governments	0	#N/A
37187	Washington County	NC16	NC	16	Albemarle Commission	0	#N/A
37189	Watauga County	NC07	NC	07	High Country Council of Governments	0	#N/A
37193	Wilkes County	NC07	NC	07	High Country Council of Governments	0	#N/A
37195	Wilson County	NC10	NC	10	Upper Coastal Plain Council of Governments	0	#N/A
37199	Yancey County	NC07	NC	07	High Country Council of Governments	0	#N/A
38001	Adams County	ND05	ND	05	Roosevelt-Custer Regional Council for Development	0	#N/A
38003	Barnes County	ND06	ND	06	South Central Dakota Regional Council	0	#N/A
38005	Benson County	ND03	ND	03	North Central Planning Council	0	#N/A
38007	Billings County	ND05	ND	05	Roosevelt-Custer Regional Council for Development	0	#N/A
38009	Bottineau County	ND07	ND	07	Souris Basin Planning Council	0	#N/A
38011	Bowman County	ND05	ND	05	Roosevelt-Custer Regional Council for Development	0	#N/A
38013	Burke County	ND07	ND	07	Souris Basin Planning Council	0	#N/A
38019	Cavalier County	ND03	ND	03	North Central Planning Council	0	#N/A
38021	Dickey County	ND06	ND	06	South Central Dakota Regional Council	0	#N/A
38023	Divide County	ND08	ND	08	Tri-County Regional Development Council	0	#N/A
38025	Dunn County	ND05	ND	05	Roosevelt-Custer Regional Council for Development	0	#N/A
38027	Eddy County	ND03	ND	03	North Central Planning Council	0	#N/A
38029	Emmons County	ND02	ND	02	Lewis and Clark Regional Development Council	0	#N/A
38031	Foster County	ND06	ND	06	South Central Dakota Regional Council	0	#N/A
38033	Golden Valley County	ND05	ND	05	Roosevelt-Custer Regional Council for Development	0	#N/A
38037	Grant County	ND02	ND	02	Lewis and Clark Regional Development Council	0	#N/A
38039	Griggs County	ND06	ND	06	South Central Dakota Regional Council	0	#N/A
38041	Hettinger County	ND05	ND	05	Roosevelt-Custer Regional Council for Development	0	#N/A
38043	Kidder County	ND02	ND	02	Lewis and Clark Regional Development Council	0	#N/A
38045	LaMoure County	ND06	ND	06	South Central Dakota Regional Council	0	#N/A
38047	Logan County	ND06	ND	06	South Central Dakota Regional Council	0	#N/A
38049	McHenry County	ND07	ND	07	Souris Basin Planning Council	0	#N/A
38051	McIntosh County	ND06	ND	06	South Central Dakota Regional Council	0	#N/A
38053	McKenzie County	ND08	ND	08	Tri-County Regional Development Council	0	#N/A
38055	McLean County	ND02	ND	02	Lewis and Clark Regional Development Council	0	#N/A
38057	Mercer County	ND02	ND	02	Lewis and Clark Regional Development Council	0	#N/A
38061	Mountrail County	ND07	ND	07	Souris Basin Planning Council	0	#N/A
38063	Nelson County	ND04	ND	04	Red River Regional Council	0	#N/A
38067	Pembina County	ND04	ND	04	Red River Regional Council	0	#N/A
38069	Pierce County	ND07	ND	07	Souris Basin Planning Council	0	#N/A
38071	Ramsey County	ND03	ND	03	North Central Planning Council	0	#N/A
38073	Ransom County	ND01	ND	01	Lake Agassiz Regional Council	0	#N/A
38075	Renville County	ND07	ND	07	Souris Basin Planning Council	0	#N/A
38077	Richland County	ND01	ND	01	Lake Agassiz Regional Council	0	#N/A
38079	Rolette County	ND03	ND	03	North Central Planning Council	0	#N/A
38081	Sargent County	ND01	ND	01	Lake Agassiz Regional Council	0	#N/A
38083	Sheridan County	ND02	ND	02	Lewis and Clark Regional Development Council	0	#N/A
38087	Slope County	ND05	ND	05	Roosevelt-Custer Regional Council for Development	0	#N/A
38089	Stark County	ND05	ND	05	Roosevelt-Custer Regional Council for Development	0	#N/A
38091	Steele County	ND01	ND	01	Lake Agassiz Regional Council	0	#N/A
38093	Stutsman County	ND06	ND	06	South Central Dakota Regional Council	0	#N/A
38095	Towner County	ND03	ND	03	North Central Planning Council	0	#N/A
38097	Traill County	ND01	ND	01	Lake Agassiz Regional Council	0	#N/A
38099	Walsh County	ND04	ND	04	Red River Regional Council	0	#N/A
38101	Ward County	ND07	ND	07	Souris Basin Planning Council	0	#N/A
38103	Wells County	ND06	ND	06	South Central Dakota Regional Council	0	#N/A
38105	Williams County	ND08	ND	08	Tri-County Regional Development Council	0	#N/A
39001	Adams County	OH09	OH	09	Ohio Valley Regional Development Commission	0	#N/A
39005	Ashland County	OH99	OH	99	Unattached	0	#N/A
39007	Ashtabula County	OH07	OH	07	Eastgate Regional Council of Governments	0	#N/A
39009	Athens County	OH08	OH	08	Buckeye Hills - Hocking Valley Regional Development District	0	#N/A
39011	Auglaize County	OH99	OH	99	Unattached	0	#N/A
39021	Champaign County	OH99	OH	99	Unattached	0	#N/A
39027	Clinton County	OH99	OH	99	Unattached	0	#N/A
39029	Columbiana County	OH11	OH	11	Ohio Mid-Eastern Governments Association	0	#N/A
39031	Coshocton County	OH11	OH	11	Ohio Mid-Eastern Governments Association	0	#N/A
39033	Crawford County	OH99	OH	99	Unattached	0	#N/A
39037	Darke County	OH05	OH	05	Miami Valley Regional Planning Commission	0	#N/A
39039	Defiance County	OH10	OH	10	Maumee Valley Planning Organization	0	#N/A
39043	Erie County	OH52	OH	52	NONE	0	#N/A
39047	Fayette County	OH04	OH	04	Mid-Ohio Regional Planning Commission	0	#N/A
39053	Gallia County	OH09	OH	09	Ohio Valley Regional Development Commission	0	#N/A
39059	Guernsey County	OH11	OH	11	Ohio Mid-Eastern Governments Association	0	#N/A
39063	Hancock County	OH99	OH	99	Unattached	0	#N/A
39065	Hardin County	OH99	OH	99	Unattached	0	#N/A
39067	Harrison County	OH11	OH	11	Ohio Mid-Eastern Governments Association	0	#N/A
39069	Henry County	OH10	OH	10	Maumee Valley Planning Organization	0	#N/A
39071	Highland County	OH09	OH	09	Ohio Valley Regional Development Commission	0	#N/A
39075	Holmes County	OH11	OH	11	Ohio Mid-Eastern Governments Association	0	#N/A
39077	Huron County	OH99	OH	99	Unattached	0	#N/A
39079	Jackson County	OH09	OH	09	Ohio Valley Regional Development Commission	0	#N/A
39083	Knox County	OH04	OH	04	Mid-Ohio Regional Planning Commission	0	#N/A
39091	Logan County	OH04	OH	04	Mid-Ohio Regional Planning Commission	0	#N/A
39101	Marion County	OH04	OH	04	Mid-Ohio Regional Planning Commission	0	#N/A
39105	Meigs County	OH08	OH	08	Buckeye Hills - Hocking Valley Regional Development District	0	#N/A
39107	Mercer County	OH99	OH	99	Unattached	0	#N/A
39111	Monroe County	OH08	OH	08	Buckeye Hills - Hocking Valley Regional Development District	0	#N/A
39115	Morgan County	OH08	OH	08	Buckeye Hills - Hocking Valley Regional Development District	0	#N/A
39119	Muskingum County	OH11	OH	11	Ohio Mid-Eastern Governments Association	0	#N/A
39121	Noble County	OH08	OH	08	Buckeye Hills - Hocking Valley Regional Development District	0	#N/A
39123	Ottawa County	OH99	OH	99	Unattached	0	#N/A
39125	Paulding County	OH10	OH	10	Maumee Valley Planning Organization	0	#N/A
39131	Pike County	OH09	OH	09	Ohio Valley Regional Development Commission	0	#N/A
39135	Preble County	OH05	OH	05	Miami Valley Regional Planning Commission	0	#N/A
39137	Putnam County	OH99	OH	99	Unattached	0	#N/A
39141	Ross County	OH04	OH	04	Mid-Ohio Regional Planning Commission	0	#N/A
39143	Sandusky County	OH06	OH	06	Toledo Metropolitan Area Council of Governments	0	#N/A
39143	Sandusky County	OH99	OH	99	Unattached	0	#N/A
39145	Scioto County	OH09	OH	09	Ohio Valley Regional Development Commission	0	#N/A
39147	Seneca County	OH99	OH	99	Unattached	0	#N/A
39149	Shelby County	OH99	OH	99	Unattached	0	#N/A
39157	Tuscarawas County	OH11	OH	11	Ohio Mid-Eastern Governments Association	0	#N/A
39161	Van Wert County	OH99	OH	99	Unattached	0	#N/A
39163	Vinton County	OH09	OH	09	Ohio Valley Regional Development Commission	0	#N/A
39167	Washington County	OH08	OH	08	Buckeye Hills - Hocking Valley Regional Development District	0	#N/A
39169	Wayne County	OH99	OH	99	Unattached	0	#N/A
39171	Williams County	OH10	OH	10	Maumee Valley Planning Organization	0	#N/A
39175	Wyandot County	OH99	OH	99	Unattached	0	#N/A
40001	Adair County	OK08	OK	08	Estern Oklahoma Development District	0	#N/A
40003	Alfalfa County	OK10	OK	10	Northern Oklahoma Development District	0	#N/A
40005	Atoka County	OK06	OK	06	Southern Oklahoma Development Association	0	#N/A
40007	Beaver County	OK03	OK	03	Oklahoma Economic Development Authority	0	#N/A
40009	Beckham County	OK04	OK	04	South Western Oklahoma Development Authority	0	#N/A
40011	Blaine County	OK10	OK	10	Northern Oklahoma Development District	0	#N/A
40013	Bryan County	OK06	OK	06	Southern Oklahoma Development Association	0	#N/A
40015	Caddo County	OK05	OK	05	Association of South Central Oklahoma Governments	0	#N/A
40019	Carter County	OK06	OK	06	Southern Oklahoma Development Association	0	#N/A
40021	Cherokee County	OK08	OK	08	Estern Oklahoma Development District	0	#N/A
40023	Choctaw County	OK07	OK	07	Kiamichi Economic Development District of Oklahoma	0	#N/A
40025	Cimarron County	OK03	OK	03	Oklahoma Economic Development Authority	0	#N/A
40029	Coal County	OK06	OK	06	Southern Oklahoma Development Association	0	#N/A
40035	Craig County	OK09	OK	09	Grsnd Gateway Economic Development Association	0	#N/A
40039	Custer County	OK04	OK	04	South Western Oklahoma Development Authority	0	#N/A
40041	Delaware County	OK09	OK	09	Grsnd Gateway Economic Development Association	0	#N/A
40043	Dewey County	OK03	OK	03	Oklahoma Economic Development Authority	0	#N/A
40045	Ellis County	OK03	OK	03	Oklahoma Economic Development Authority	0	#N/A
40049	Garvin County	OK06	OK	06	Southern Oklahoma Development Association	0	#N/A
40053	Grant County	OK10	OK	10	Northern Oklahoma Development District	0	#N/A
40055	Greer County	OK04	OK	04	South Western Oklahoma Development Authority	0	#N/A
40057	Harmon County	OK04	OK	04	South Western Oklahoma Development Authority	0	#N/A
40059	Harper County	OK03	OK	03	Oklahoma Economic Development Authority	0	#N/A
40061	Haskell County	OK07	OK	07	Kiamichi Economic Development District of Oklahoma	0	#N/A
40063	Hughes County	OK11	OK	11	Central Oklahoma Economic Development District	0	#N/A
40065	Jackson County	OK04	OK	04	South Western Oklahoma Development Authority	0	#N/A
40067	Jefferson County	OK05	OK	05	Association of South Central Oklahoma Governments	0	#N/A
40069	Johnston County	OK06	OK	06	Southern Oklahoma Development Association	0	#N/A
40071	Kay County	OK10	OK	10	Northern Oklahoma Development District	0	#N/A
40073	Kingfisher County	OK10	OK	10	Northern Oklahoma Development District	0	#N/A
40075	Kiowa County	OK04	OK	04	South Western Oklahoma Development Authority	0	#N/A
40077	Latimer County	OK07	OK	07	Kiamichi Economic Development District of Oklahoma	0	#N/A
40085	Love County	OK06	OK	06	Southern Oklahoma Development Association	0	#N/A
40089	McCurtain County	OK07	OK	07	Kiamichi Economic Development District of Oklahoma	0	#N/A
40091	McIntosh County	OK08	OK	08	Estern Oklahoma Development District	0	#N/A
40093	Major County	OK10	OK	10	Northern Oklahoma Development District	0	#N/A
40095	Marshall County	OK06	OK	06	Southern Oklahoma Development Association	0	#N/A
40097	Mayes County	OK09	OK	09	Grsnd Gateway Economic Development Association	0	#N/A
40099	Murray County	OK06	OK	06	Southern Oklahoma Development Association	0	#N/A
40101	Muskogee County	OK08	OK	08	Estern Oklahoma Development District	0	#N/A
40103	Noble County	OK10	OK	10	Northern Oklahoma Development District	0	#N/A
40105	Nowata County	OK09	OK	09	Grsnd Gateway Economic Development Association	0	#N/A
40107	Okfuskee County	OK11	OK	11	Central Oklahoma Economic Development District	0	#N/A
40115	Ottawa County	OK09	OK	09	Grsnd Gateway Economic Development Association	0	#N/A
40119	Payne County	OK11	OK	11	Central Oklahoma Economic Development District	0	#N/A
40121	Pittsburg County	OK07	OK	07	Kiamichi Economic Development District of Oklahoma	0	#N/A
40123	Pontotoc County	OK06	OK	06	Southern Oklahoma Development Association	0	#N/A
40125	Pottawatomie County	OK11	OK	11	Central Oklahoma Economic Development District	0	#N/A
40127	Pushmataha County	OK07	OK	07	Kiamichi Economic Development District of Oklahoma	0	#N/A
40129	Roger Mills County	OK04	OK	04	South Western Oklahoma Development Authority	0	#N/A
40133	Seminole County	OK11	OK	11	Central Oklahoma Economic Development District	0	#N/A
40137	Stephens County	OK05	OK	05	Association of South Central Oklahoma Governments	0	#N/A
40139	Texas County	OK03	OK	03	Oklahoma Economic Development Authority	0	#N/A
40141	Tillman County	OK05	OK	05	Association of South Central Oklahoma Governments	0	#N/A
40147	Washington County	OK09	OK	09	Grsnd Gateway Economic Development Association	0	#N/A
40149	Washita County	OK04	OK	04	South Western Oklahoma Development Authority	0	#N/A
40151	Woods County	OK03	OK	03	Oklahoma Economic Development Authority	0	#N/A
40153	Woodward County	OK03	OK	03	Oklahoma Economic Development Authority	0	#N/A
41001	Baker County	OR09	OR	09	Northeast Oregon Economic Development District	0	#N/A
41007	Clatsop County	OR10	OR	10	Columbia-Pacific Economic Development District	0	#N/A
41011	Coos County	OR99	OR	99	Unattached	0	#N/A
41013	Crook County	OR02	OR	02	Central Oregon Intergovernmental Council	0	#N/A
41015	Curry County	OR99	OR	99	Unattached	0	#N/A
41019	Douglas County	OR99	OR	99	Unattached	0	#N/A
41021	Gilliam County	OR04	OR	04	Mid-Columbia Council of Governments	0	#N/A
41023	Grant County	OR08	OR	08	Greater Eastern Oregon Development Corporation	0	#N/A
41025	Harney County	OR08	OR	08	Greater Eastern Oregon Development Corporation	0	#N/A
41027	Hood River County	OR04	OR	04	Mid-Columbia Council of Governments	0	#N/A
41031	Jefferson County	OR02	OR	02	Central Oregon Intergovernmental Council	0	#N/A
41035	Klamath County	OR11	OR	11	South Central Oregon Economic Development District	0	#N/A
41037	Lake County	OR11	OR	11	South Central Oregon Economic Development District	0	#N/A
41041	Lincoln County	OR06	OR	06	Oregon Cascades West Council of Governments	0	#N/A
41045	Malheur County	OR08	OR	08	Greater Eastern Oregon Development Corporation	0	#N/A
41049	Morrow County	OR08	OR	08	Greater Eastern Oregon Development Corporation	0	#N/A
41055	Sherman County	OR04	OR	04	Mid-Columbia Council of Governments	0	#N/A
41057	Tillamook County	OR10	OR	10	Columbia-Pacific Economic Development District	0	#N/A
41059	Umatilla County	OR08	OR	08	Greater Eastern Oregon Development Corporation	0	#N/A
41059	Umatilla County	WA52	WA	52	None	0	#N/A
41061	Union County	OR09	OR	09	Northeast Oregon Economic Development District	0	#N/A
41063	Wallowa County	OR09	OR	09	Northeast Oregon Economic Development District	0	#N/A
41065	Wasco County	OR04	OR	04	Mid-Columbia Council of Governments	0	#N/A
41069	Wheeler County	OR04	OR	04	Mid-Columbia Council of Governments	0	#N/A
42009	Bedford County	PA05	PA	05	Southern Alleghenies Planning & Development Commission	0	#N/A
42015	Bradford County	PA10	PA	10	Northern Tier Regional Planning and Development Commission	0	#N/A
42023	Cameron County	PA09	PA	09	North Central Pennsylvania Planning and Development Commission	0	#N/A
42031	Clarion County	PA08	PA	08	Northwest Commission	0	#N/A
42033	Clearfield County	PA09	PA	09	North Central Pennsylvania Planning and Development Commission	0	#N/A
42035	Clinton County	PA06	PA	06	SEDA Council of Governments	0	#N/A
42039	Crawford County	PA08	PA	08	Northwest Commission	0	#N/A
42047	Elk County	PA09	PA	09	North Central Pennsylvania Planning and Development Commission	0	#N/A
42053	Forest County	PA08	PA	08	Northwest Commission	0	#N/A
42057	Fulton County	PA05	PA	05	Southern Alleghenies Planning & Development Commission	0	#N/A
42059	Greene County	PA02	PA	02	Southwestern Pennsylvania Commission	0	#N/A
42061	Huntingdon County	PA05	PA	05	Southern Alleghenies Planning & Development Commission	0	#N/A
42063	Indiana County	PA02	PA	02	Southwestern Pennsylvania Commission	0	#N/A
42065	Jefferson County	PA09	PA	09	North Central Pennsylvania Planning and Development Commission	0	#N/A
42067	Juniata County	PA06	PA	06	SEDA Council of Governments	0	#N/A
42083	McKean County	PA09	PA	09	North Central Pennsylvania Planning and Development Commission	0	#N/A
42087	Mifflin County	PA06	PA	06	SEDA Council of Governments	0	#N/A
42097	Northumberland County	PA06	PA	06	SEDA Council of Governments	0	#N/A
42105	Potter County	PA09	PA	09	North Central Pennsylvania Planning and Development Commission	0	#N/A
42107	Schuylkill County	PA07	PA	07	Northeastern Pennsylvania Alliance	0	#N/A
42109	Snyder County	PA06	PA	06	SEDA Council of Governments	0	#N/A
42111	Somerset County	PA05	PA	05	Southern Alleghenies Planning & Development Commission	0	#N/A
42113	Sullivan County	PA10	PA	10	Northern Tier Regional Planning and Development Commission	0	#N/A
42115	Susquehanna County	PA10	PA	10	Northern Tier Regional Planning and Development Commission	0	#N/A
42117	Tioga County	PA10	PA	10	Northern Tier Regional Planning and Development Commission	0	#N/A
42119	Union County	PA06	PA	06	SEDA Council of Governments	0	#N/A
42121	Venango County	PA08	PA	08	Northwest Commission	0	#N/A
42123	Warren County	PA08	PA	08	Northwest Commission	0	#N/A
42127	Wayne County	PA07	PA	07	Northeastern Pennsylvania Alliance	0	#N/A
45001	Abbeville County	SC09	SC	09	Upper Savannah Council of Governments	0	#N/A
45005	Allendale County	SC06	SC	06	Lower Savannah Council of Governments	0	#N/A
45009	Bamberg County	SC06	SC	06	Lower Savannah Council of Governments	0	#N/A
45011	Barnwell County	SC06	SC	06	Lower Savannah Council of Governments	0	#N/A
45021	Cherokee County	SC02	SC	02	Appalachian Council of Governments	0	#N/A
45025	Chesterfield County	SC07	SC	07	Pee Dee Regional Council of Governments	0	#N/A
45027	Clarendon County	SC08	SC	08	Santee-Lynches Regional Council of Governments	0	#N/A
45029	Colleton County	SC05	SC	05	Lowcountry Council of Governments	0	#N/A
45033	Dillon County	SC07	SC	07	Pee Dee Regional Council of Governments	0	#N/A
45043	Georgetown County	SC10	SC	10	Waccamaw Regional Council of Governments	0	#N/A
45047	Greenwood County	SC09	SC	09	Upper Savannah Council of Governments	0	#N/A
45049	Hampton County	SC05	SC	05	Lowcountry Council of Governments	0	#N/A
45061	Lee County	SC08	SC	08	Santee-Lynches Regional Council of Governments	0	#N/A
45065	McCormick County	SC09	SC	09	Upper Savannah Council of Governments	0	#N/A
45067	Marion County	SC07	SC	07	Pee Dee Regional Council of Governments	0	#N/A
45069	Marlboro County	SC07	SC	07	Pee Dee Regional Council of Governments	0	#N/A
45073	Oconee County	SC02	SC	02	Appalachian Council of Governments	0	#N/A
45075	Orangeburg County	SC06	SC	06	Lower Savannah Council of Governments	0	#N/A
45089	Williamsburg County	SC10	SC	10	Waccamaw Regional Council of Governments	0	#N/A
46003	Aurora County	SD03	SD	03	Planning and Development District III	0	#N/A
46005	Beadle County	SD04	SD	04	Northeast Council of Governments	0	#N/A
46007	Bennett County	SD02	SD	02	Black Hills Council of Governments	0	#N/A
46009	Bon Homme County	SD03	SD	03	Planning and Development District III	0	#N/A
46011	Brookings County	SD05	SD	05	First District Association of Local Governments	0	#N/A
46013	Brown County	SD04	SD	04	Northeast Council of Governments	0	#N/A
46015	Brule County	SD03	SD	03	Planning and Development District III	0	#N/A
46017	Buffalo County	SD03	SD	03	Planning and Development District III	0	#N/A
46019	Butte County	SD02	SD	02	Black Hills Council of Governments	0	#N/A
46021	Campbell County	SD04	SD	04	Northeast Council of Governments	0	#N/A
46023	Charles Mix County	SD03	SD	03	Planning and Development District III	0	#N/A
46025	Clark County	SD05	SD	05	First District Association of Local Governments	0	#N/A
46027	Clay County	SD01	SD	01	South Eastern Council of Governments	0	#N/A
46029	Codington County	SD05	SD	05	First District Association of Local Governments	0	#N/A
46031	Corson County	SD99	SD	99	Unattached	0	#N/A
46035	Davison County	SD03	SD	03	Planning and Development District III	0	#N/A
46037	Day County	SD04	SD	04	Northeast Council of Governments	0	#N/A
46039	Deuel County	SD05	SD	05	First District Association of Local Governments	0	#N/A
